ItemNumber,StockNow,ChangeQty,StockChangeDateTime,ChangeSource,ItemImageId
"PC113605","5","1","2016-07-13 19:57:35","DIRECT ADJUSTMENT BY Donald","dc04758e-c7f6-47f1-b558-df6a9ee51ab8"
"PC122307","6","1","2016-07-13 19:55:26","DIRECT ADJUSTMENT BY Donald","2036276c-1c3a-47c8-bafb-fa945245fdd2"
"PC109072","4","1","2016-07-13 19:53:51","DIRECT ADJUSTMENT BY Donald","1310366c-7d58-43f0-9465-e53bba6cc023"
"PC131549","1","1","2016-07-13 19:53:09","DIRECT ADJUSTMENT",""
"PC103170","5","1","2016-07-13 19:52:16","DIRECT ADJUSTMENT BY Donald","660a1956-2cb6-4188-b3c9-ca761da40d7c"
"PC122311","3","1","2016-07-13 19:50:40","DIRECT ADJUSTMENT BY Donald","81278a2d-0850-4682-8fb8-040671d2ac61"
"PC122311","3","1","2016-07-13 19:50:40","DIRECT ADJUSTMENT BY Donald","45e55144-a160-4d77-a785-af58f01950f4"
"PC102886","9","1","2016-07-13 19:29:08","DIRECT ADJUSTMENT BY Lauren","f593804f-132b-48f7-a756-77b0fb64fa7b"
"PC131691","1","1","2016-07-13 19:28:12","DIRECT ADJUSTMENT",""
"PC102887","8","1","2016-07-13 19:27:48","DIRECT ADJUSTMENT BY Lauren","c5514ed3-f067-4cd4-974b-a17162a0f791"
"11498","13","1","2016-07-13 19:26:31","DIRECT ADJUSTMENT BY Lauren","617e6021-4ea8-44ec-b9f2-735d47737494"
"PC101029","1","1","2016-07-13 19:25:04","DIRECT ADJUSTMENT",""
"PC138657","2","1","2016-07-13 19:24:50","DIRECT ADJUSTMENT BY Donald","c36ca2ec-a9dd-4f09-8452-0873ca9e789b"
"PC138657","2","1","2016-07-13 19:24:50","DIRECT ADJUSTMENT BY Donald","f38c1f0e-3030-4506-b714-ab3f5cc1eca1"
"PC111896","6","1","2016-07-13 19:21:25","DIRECT ADJUSTMENT BY Donald","acc2d4a5-0054-4756-ac1e-fe1edb5c11f3"
"PC132898","42","1","2016-07-13 19:20:38","DIRECT ADJUSTMENT BY Devan","48a692bf-b2c9-49dc-9efc-97f6a5e28fa0"
"PC132898","42","1","2016-07-13 19:20:38","DIRECT ADJUSTMENT BY Devan","b50eec90-1ba5-4567-8e07-d725ee7552d1"
"PC111894","3","1","2016-07-13 19:19:30","DIRECT ADJUSTMENT BY Donald","a0b8935d-b1b9-449e-ae5b-ada77120f517"
"PC111893","2","1","2016-07-13 19:17:05","DIRECT ADJUSTMENT BY Donald","d1df964d-fc27-45de-831b-3bc4def28651"
"PC115073","3","1","2016-07-13 19:14:38","DIRECT ADJUSTMENT BY Donald","466ae467-0ac2-48d0-ba04-5f535956dbf9"
"PC135987","5","1","2016-07-13 19:13:43","DIRECT ADJUSTMENT BY Devan","b724eebe-eafc-49fc-86bb-c8c9a10241e7"
"PC135511","3","1","2016-07-13 19:12:15","DIRECT ADJUSTMENT BY Devan","6458b3c1-5d69-41dd-97b4-d316e992e7d9"
"PC110180","17","1","2016-07-13 19:11:11","DIRECT ADJUSTMENT BY Donald","13269cb0-1e3d-434e-99ca-b162e9fa22d2"
"PC110138","11","1","2016-07-13 19:09:41","DIRECT ADJUSTMENT BY Devan","db7c0411-e5e7-49f6-8cfb-d46257a3d3f9"
"PC137612","21","1","2016-07-13 19:06:22","DIRECT ADJUSTMENT BY Devan","50cbbc88-00db-460f-ac40-0a170090f83d"
"PC135539","1","1","2016-07-13 19:05:38","DIRECT ADJUSTMENT BY Donald","ec4a340d-25a8-415c-a091-48e9c92aeab4"
"PC900191","35","1","2016-07-13 19:03:16","DIRECT ADJUSTMENT BY Devan","bfeb5a0f-e445-4747-9b59-5ddeb196bb10"
"PC107811","19","1","2016-07-13 19:01:36","DIRECT ADJUSTMENT BY Donald","8a793475-b3a8-4dee-9cbf-0fc44ad3bf7f"
"PC107847","20","1","2016-07-13 19:00:07","DIRECT ADJUSTMENT BY Donald","cc2941a1-18e4-4a48-bb60-81341db4b91c"
"PC107899","5","1","2016-07-13 18:58:33","DIRECT ADJUSTMENT BY Donald","85cd3370-b5af-463e-807e-97c255f026f2"
"PC900192","21","1","2016-07-13 18:57:18","DIRECT ADJUSTMENT BY Devan","2a347db7-8f84-40c0-a5e0-d9aa4f25a471"
"PC107827","73","1","2016-07-13 18:55:47","DIRECT ADJUSTMENT BY Devan","55807cb1-7932-4d25-9203-2c5e58af8e08"
"PC107902","5","1","2016-07-13 18:55:09","DIRECT ADJUSTMENT BY Donald","024d1dc7-e6d8-487a-8b5c-fb983940db77"
"PC111895","2","1","2016-07-13 18:53:03","DIRECT ADJUSTMENT BY Donald","dcf1e8e3-a899-4c52-bc66-7aea3af79c6c"
"PC111895","2","1","2016-07-13 18:53:03","DIRECT ADJUSTMENT BY Donald","f6a9dce8-47a2-4934-bb27-89d061bf2a5e"
"PC135686","1","1","2016-07-13 18:50:26","DIRECT ADJUSTMENT BY Devan","ccdb6d8f-ff7c-4ea0-b58c-7daea5863668"
"PC136017","11","1","2016-07-13 18:48:20","DIRECT ADJUSTMENT BY Donald","f0a0bdac-95fa-40df-b856-bd337d7be33c"
"PC129481","2","1","2016-07-13 18:45:23","DIRECT ADJUSTMENT BY Donald","a2e84481-670d-473b-847c-3260a3b376e5"
"PC106670","5","1","2016-07-13 18:41:11","DIRECT ADJUSTMENT BY Devan","5120c7c3-5ff0-4243-8f5c-61fa80ecc292"
"PC106671","5","1","2016-07-13 18:40:34","DIRECT ADJUSTMENT BY Devan","6b63512c-74a4-4e10-b8be-9ff4d81fdfd6"
"PC101282","6","1","2016-07-13 18:39:52","DIRECT ADJUSTMENT BY Donald","4133b345-6291-44b0-93c5-0fe7e241af19"
"PC101282","6","1","2016-07-13 18:39:52","DIRECT ADJUSTMENT BY Donald","5c0a52da-6c12-4e65-a22c-70049e9f8a3f"
"PC136359","3","1","2016-07-13 18:39:28","DIRECT ADJUSTMENT BY Devan","f775c733-5b4a-4ed2-98ed-41e03a499e43"
"PC108681","7","1","2016-07-13 18:38:10","DIRECT ADJUSTMENT BY Donald","b4774c36-4039-45c4-826d-0d0eecfcd19d"
"PC108681","7","1","2016-07-13 18:38:10","DIRECT ADJUSTMENT BY Donald","7ef9dff6-08f7-44df-8544-988e5b3a4c94"
"PC136298","31","1","2016-07-13 18:38:07","DIRECT ADJUSTMENT BY Devan","0460aa26-f0c2-41d5-bb4a-7159adc42336"
"PC128915","1","1","2016-07-13 18:35:44","DIRECT ADJUSTMENT BY Devan","0144c93d-5a28-4cc2-a178-aa164ef49af0"
"PC128915","1","1","2016-07-13 18:35:44","DIRECT ADJUSTMENT BY Devan","1327ac11-9f02-4537-a495-c8ee691fb879"
"PC116391","1","1","2016-07-13 18:33:23","DIRECT ADJUSTMENT","962b43b2-1ad7-49fe-86f7-0865a1634662"
"PC116391","1","1","2016-07-13 18:33:23","DIRECT ADJUSTMENT","81592906-f6f5-40ab-be65-e06afc4561a8"
"PC124271","1","1","2016-07-13 18:32:17","DIRECT ADJUSTMENT BY Donald","d78395df-6167-4c7c-85c1-11bcca88dfb8"
"PC102857","4","1","2016-07-13 18:29:31","DIRECT ADJUSTMENT BY Donald","5140990b-2e5a-4a15-8eb7-b4a58d60d01b"
"PC111480","1","1","2016-07-13 18:27:01","DIRECT ADJUSTMENT BY Donald","c3315804-07a2-4872-997e-53ce68c7312f"
"PC111480","1","1","2016-07-13 18:27:01","DIRECT ADJUSTMENT BY Donald","4a26529f-cf92-4bf7-81f4-f28487306d4e"
"PC135126","1","1","2016-07-13 18:26:45","DIRECT ADJUSTMENT BY Devan","8eb3340c-3875-4892-b2c9-8e08379c4f91"
"PC106676","31","1","2016-07-13 18:25:36","DIRECT ADJUSTMENT BY Devan","38d01662-8c70-45e6-a6af-b166828d7817"
"PC110193","1","1","2016-07-13 18:24:53","DIRECT ADJUSTMENT","c10fe42a-7848-4105-9dfc-90b1a3e440f2"
"PC110193","1","1","2016-07-13 18:24:53","DIRECT ADJUSTMENT","017a30c7-42d6-4553-99d5-a5bae57e3d17"
"PC139492","1","1","2016-07-13 18:23:40","DIRECT ADJUSTMENT",""
"PC128527","1","1","2016-07-13 18:23:30","DIRECT ADJUSTMENT BY Devan","74f24c79-7f15-4dd1-8a48-7b9e74b6ccd1"
"PC100806","1","1","2016-07-13 18:21:58","DIRECT ADJUSTMENT BY Devan","3a6863fc-329d-4648-9c5d-380a1e7711af"
"PC117713","1","1","2016-07-13 18:20:55","DIRECT ADJUSTMENT BY Devan","d2709cc4-173f-4c72-a883-fbdf785d69db"
"PC111457","1","1","2016-07-13 18:20:44","DIRECT ADJUSTMENT BY Donald","a7d2fb45-a22e-49a5-9eb3-837c0a5ae8ed"
"PC117742","6","1","2016-07-13 18:19:37","DIRECT ADJUSTMENT BY Devan","482c3d31-4b5a-4c4b-a636-de5106d10ab1"
"PC137085","1","1","2016-07-13 18:19:12","DIRECT ADJUSTMENT BY Donald","9df38b26-3e3f-4a7f-bd19-059798195f17"
"PC100805","1","1","2016-07-13 18:18:15","DIRECT ADJUSTMENT BY Devan","9876f51a-f5b3-4d10-be19-10990d3a0379"
"PC128415","1","1","2016-07-13 18:16:47","DIRECT ADJUSTMENT BY Devan","c4ddea85-f34d-4ac3-9b67-80cccdbc1011"
"PC109559","1","1","2016-07-13 18:15:21","DIRECT ADJUSTMENT BY Devan","6927f3dd-6d39-4003-afff-971ca4fac3cb"
"PC101397","5","1","2016-07-13 18:14:45","DIRECT ADJUSTMENT BY Donald","8ec39e0c-b56a-4082-b1a2-284206b22917"
"PC101391","7","1","2016-07-13 18:13:09","DIRECT ADJUSTMENT BY Donald","baead524-da12-48df-a316-39c6c70a544c"
"PC122747","11","1","2016-07-13 18:12:57","DIRECT ADJUSTMENT BY Devan","b0edb2c1-cec6-4c37-9f59-64316d973396"
"PC101393","7","1","2016-07-13 18:11:26","DIRECT ADJUSTMENT BY Donald","bfcd2752-c398-47b9-a0f8-11b6895d1bb5"
"PC122894","7","1","2016-07-13 18:11:24","DIRECT ADJUSTMENT BY Devan","79b4a86d-a14e-47fe-819f-7dfdb8ef2e55"
"PC122894","7","1","2016-07-13 18:11:24","DIRECT ADJUSTMENT BY Devan","e1815da6-7a91-4ada-8969-e54dd5ede279"
"PC112922","1","1","2016-07-13 18:10:08","DIRECT ADJUSTMENT BY Donald","09dac443-c476-4fef-8c60-4c3100573593"
"PC123507","2","1","2016-07-13 18:09:47","DIRECT ADJUSTMENT BY Devan","a23a5509-fcd4-489a-b993-a51a37621ad5"
"PC109968","1","1","2016-07-13 18:08:32","DIRECT ADJUSTMENT BY Donald","31a14763-b330-4e72-8c4f-2be508d93243"
"PC101667","3","1","2016-07-13 18:08:01","DIRECT ADJUSTMENT BY Devan","8fa2a089-8d6a-4cf7-9592-ddd25835bb4b"
"PC101666","3","1","2016-07-13 18:07:18","DIRECT ADJUSTMENT BY Devan","2a11573b-5cb7-4260-ba18-3c56ee225a34"
"PC120771","1","1","2016-07-13 18:07:02","DIRECT ADJUSTMENT BY Donald","c794c3b3-87f1-4a5f-a56f-5216f284051e"
"PC136613","6","1","2016-07-13 18:06:20","DIRECT ADJUSTMENT BY Devan","378ccfca-965f-46b7-a596-11cc31410d0d"
"PC138993","1","1","2016-07-13 18:05:46","DIRECT ADJUSTMENT BY Devan","a95addcc-7801-4556-8614-67b4af8de912"
"PC138993","1","1","2016-07-13 18:05:46","DIRECT ADJUSTMENT BY Devan","fa54b413-357d-493d-8b29-b4f8c544a2f1"
"PC130690","1","1","2016-07-13 18:05:30","DIRECT ADJUSTMENT BY Donald","5dc0cf9c-e619-4ea7-aaac-da4f242991d1"
"PC103000","1","1","2016-07-13 18:02:06","DIRECT ADJUSTMENT",""
"PC129594","5","1","2016-07-13 18:01:59","DIRECT ADJUSTMENT BY Devan","557475f0-1580-49a4-8156-783aebad50d4"
"PC103001","1","1","2016-07-13 17:59:43","DIRECT ADJUSTMENT","3be2c189-48a2-488d-bc20-f9105cb5f6ca"
"PC103001","1","1","2016-07-13 17:59:43","DIRECT ADJUSTMENT","abc064db-1d28-49be-b7b2-fc141b6222c7"
"PC131155","1","1","2016-07-13 17:59:21","DIRECT ADJUSTMENT","249280cf-43e2-4f43-9424-2b280ff8a54f"
"PC131155","1","1","2016-07-13 17:59:21","DIRECT ADJUSTMENT","99aec961-815b-4638-a965-36f8dc46a65f"
"PC118370","1","1","2016-07-13 17:57:16","DIRECT ADJUSTMENT","6465096d-0079-48ee-99a7-2f25c93d3dc9"
"PC118370","1","1","2016-07-13 17:57:16","DIRECT ADJUSTMENT","e9268bd9-e08d-4f53-b4f8-4c42885c1036"
"PC107642","24","1","2016-07-13 17:25:18","DIRECT ADJUSTMENT BY Donald","d0c565cf-3f75-4d32-8868-c34f6843773a"
"PC107643","24","1","2016-07-13 17:23:06","DIRECT ADJUSTMENT BY Donald","5d698465-118f-4789-8b79-7f58847f6670"
"PC107621","2","1","2016-07-13 17:14:08","DIRECT ADJUSTMENT BY Donald","48d02aeb-dcf2-4c3f-97b5-355364326877"
"PC110900","1","1","2016-07-13 17:11:58","DIRECT ADJUSTMENT","453cbd0d-21b8-4442-a044-112861bb9de7"
"PC110900","1","1","2016-07-13 17:11:58","DIRECT ADJUSTMENT","0ad6fd73-7a55-46bb-af86-a6905d69a12d"
"PC119378","11","1","2016-07-13 17:09:19","DIRECT ADJUSTMENT BY Donald","09b3e7a0-3e34-4afa-a06e-c12a6c82a30d"
"PC135407","22","1","2016-07-13 17:07:37","DIRECT ADJUSTMENT BY Donald","88fd3bff-b876-4769-b58b-7facc5dcb958"
"PC109775","3","1","2016-07-13 17:03:42","DIRECT ADJUSTMENT BY Donald","a6f0e17c-5bbe-4114-b24d-809c179d3ad7"
"PC110451","1","1","2016-07-13 16:59:20","DIRECT ADJUSTMENT","c5812225-989d-41f4-a63e-0a5b73b282c6"
"PC110451","1","1","2016-07-13 16:59:20","DIRECT ADJUSTMENT","f0a22e60-1128-4250-b7d4-36046a228590"
"PC132918","3","1","2016-07-13 16:59:09","DIRECT ADJUSTMENT BY Donald","037f0c32-7b97-4683-9286-ae48a24cfc84"
"PC103067","24","1","2016-07-13 16:53:49","DIRECT ADJUSTMENT BY Donald","bd90d1a8-f044-4991-b174-40d69c32144c"
"PC123986","2","1","2016-07-13 16:53:19","DIRECT ADJUSTMENT BY Devan","ba2d7c1b-1229-4f93-900c-9b3087d2ccf5"
"PC110140","5","1","2016-07-13 16:51:47","DIRECT ADJUSTMENT BY Devan","d9b0ad7e-e8b4-4616-b729-203adb9e830f"
"PC103066","22","1","2016-07-13 16:50:20","DIRECT ADJUSTMENT BY Donald","587b85e2-9e26-4c1a-85a2-9a02c1947eb0"
"PC135987","4","1","2016-07-13 16:50:16","DIRECT ADJUSTMENT BY Devan","b724eebe-eafc-49fc-86bb-c8c9a10241e7"
"PC135511","2","1","2016-07-13 16:48:58","DIRECT ADJUSTMENT BY Devan","6458b3c1-5d69-41dd-97b4-d316e992e7d9"
"PC118145","1","1","2016-07-13 16:48:02","DIRECT ADJUSTMENT","0a0ac3e6-3753-43ce-8b91-7b17c6a4bd99"
"PC118145","1","1","2016-07-13 16:48:02","DIRECT ADJUSTMENT","2586063e-a2a0-4b80-aff6-e605f95e7152"
"PC900191","34","1","2016-07-13 16:47:34","DIRECT ADJUSTMENT BY Devan","bfeb5a0f-e445-4747-9b59-5ddeb196bb10"
"PC110825","2","1","2016-07-13 16:46:17","DIRECT ADJUSTMENT BY Donald","a8a827e0-7ada-42a3-a0a3-2c877137cc8b"
"PC107827","72","1","2016-07-13 16:44:16","DIRECT ADJUSTMENT BY Devan","55807cb1-7932-4d25-9203-2c5e58af8e08"
"PC103061","1","1","2016-07-13 16:43:55","DIRECT ADJUSTMENT BY Donald","b8a6bfde-d68d-4c78-9ac8-88674c24aa56"
"PC900192","20","1","2016-07-13 16:42:44","DIRECT ADJUSTMENT BY Devan","2a347db7-8f84-40c0-a5e0-d9aa4f25a471"
"PC103060","1","1","2016-07-13 16:42:32","DIRECT ADJUSTMENT BY Donald","eddccbd3-86c9-421f-855f-2947da4dc250"
"PC116714","1","1","2016-07-13 16:40:11","DIRECT ADJUSTMENT BY Donald","a7198e6f-d6e4-4029-9128-f3efdeca789b"
"PC130497","2","1","2016-07-13 16:35:49","DIRECT ADJUSTMENT BY Devan","bae26365-8df5-4f90-abcf-a9a01a7009c2"
"PC135911","1","1","2016-07-13 16:34:13","DIRECT ADJUSTMENT BY Devan","256423c1-2e19-42c9-8e03-7a6616952ba2"
"PC135211","1","1","2016-07-13 16:31:42","DIRECT ADJUSTMENT BY Devan","5e7b8dc4-c529-466e-9c48-77f7d84b08f6"
"PC119075","1","1","2016-07-13 16:30:22","DIRECT ADJUSTMENT BY Devan","0e0bca64-c05c-4104-b0c5-5998cc5b57cc"
"3346941","1","1","2016-07-13 16:29:41","DIRECT ADJUSTMENT BY Devan","2d13a2e7-5f3a-4d1f-99f0-192f08051588"
"PC107024","4","1","2016-07-13 16:27:28","DIRECT ADJUSTMENT BY Devan","c43deca2-2452-4700-8a7b-144fa150c759"
"PC102913","9","1","2016-07-13 16:22:56","DIRECT ADJUSTMENT BY Devan","56de1a26-ee5c-4c27-9bde-2f5c3f001857"
"PC102913","9","1","2016-07-13 16:22:56","DIRECT ADJUSTMENT BY Devan","9ce10793-5a49-40d8-b01b-c169d43253f6"
"PC116186","2","1","2016-07-13 16:21:33","DIRECT ADJUSTMENT BY Devan","cf605b50-cbc0-47fc-893c-407573065542"
"PC111509","8","1","2016-07-13 16:20:02","DIRECT ADJUSTMENT BY Devan","3bc728d8-207f-4967-b064-ccd1fba72d61"
"PC112524","2","1","2016-07-13 16:19:02","DIRECT ADJUSTMENT BY Devan","8eeffcd9-4e7c-4681-9a5e-3fb432ee85c8"
"PC107617","5","1","2016-07-13 16:16:51","DIRECT ADJUSTMENT BY Donald","685b941c-d995-4d83-b4c0-fe7d076744b2"
"PC122420","3","1","2016-07-13 16:16:40","DIRECT ADJUSTMENT BY Devan","facaf8b8-45d4-4552-9899-48e67a5c4ff7"
"PC122420","3","1","2016-07-13 16:16:40","DIRECT ADJUSTMENT BY Devan","be4ce865-29dc-4fbf-8f56-8233c1d9724e"
"PC107615","4","1","2016-07-13 16:14:10","DIRECT ADJUSTMENT BY Donald","375f957b-ad6c-4ffe-907e-0683063df284"
"PC102091","1","1","2016-07-13 16:13:35","DIRECT ADJUSTMENT BY Devan","f4b43ac6-72bf-497f-8ae7-99fe15f38fbd"
"PC107614","4","1","2016-07-13 16:12:03","DIRECT ADJUSTMENT BY Donald","eda0ad2e-5696-4af0-b596-8ea6ee87577c"
"PC113721","5","1","2016-07-13 16:11:23","DIRECT ADJUSTMENT BY Devan","402c05d2-74d7-49bb-99f1-48e8412d5cdf"
"PC107051","3","1","2016-07-13 16:09:16","DIRECT ADJUSTMENT BY Donald","76ecc624-5587-4d41-872f-42dc09148863"
"PC110825","1","1","2016-07-13 16:08:24","DIRECT ADJUSTMENT BY Devan","a8a827e0-7ada-42a3-a0a3-2c877137cc8b"
"PC135936","2","1","2016-07-13 16:07:10","DIRECT ADJUSTMENT BY Donald","8cced6f2-20aa-4a43-8020-710fd61133ad"
"PC119371","14","1","2016-07-13 16:07:05","DIRECT ADJUSTMENT BY Devan","461bcbf1-046d-4ef8-9658-e1e6480a718d"
"PC103066","21","1","2016-07-13 16:05:19","DIRECT ADJUSTMENT BY Devan","587b85e2-9e26-4c1a-85a2-9a02c1947eb0"
"PC103067","23","1","2016-07-13 16:03:24","DIRECT ADJUSTMENT BY Devan","bd90d1a8-f044-4991-b174-40d69c32144c"
"PC135406","8","1","2016-07-13 16:02:16","DIRECT ADJUSTMENT BY Donald","6a703479-c423-47ed-9ed3-35905a8674b0"
"PC102912","7","1","2016-07-13 16:00:18","DIRECT ADJUSTMENT BY Devan","ed4ae67c-6c5f-4279-aec0-2444b929a2ac"
"PC109765","2","1","2016-07-13 15:59:53","DIRECT ADJUSTMENT BY Donald","dbd83865-5a29-4284-bfbc-ec61d9c01236"
"PC111515","19","1","2016-07-13 15:58:40","DIRECT ADJUSTMENT BY Devan","27bc301f-622a-4826-a98c-0a12e9884194"
"PC120764","1","1","2016-07-13 15:58:23","DIRECT ADJUSTMENT BY Donald","e67e2731-aea4-4515-8bd6-7bcafe450a70"
"PC120764","1","1","2016-07-13 15:58:23","DIRECT ADJUSTMENT BY Donald","df329174-7d03-4fcf-920b-c20d9b599c8c"
"PC110886","1","1","2016-07-13 15:57:46","DIRECT ADJUSTMENT BY Devan","f874078e-f106-436f-87e4-2310c196a9a8"
"PC110886","1","1","2016-07-13 15:57:46","DIRECT ADJUSTMENT BY Devan","2892aa6f-343f-45d8-b757-eda8f3e7d35d"
"PC128613","1","1","2016-07-13 15:55:42","DIRECT ADJUSTMENT","04d1b4cd-0392-4836-9dec-53a5b1ad35f3"
"PC128613","1","1","2016-07-13 15:55:42","DIRECT ADJUSTMENT","91d22bb0-a71b-4d7b-8b36-6f756fc90e97"
"PC900639","3","1","2016-07-13 15:54:26","DIRECT ADJUSTMENT BY Donald","a27b3bdb-ff3a-407a-8ab0-ab38b59512a4"
"PC900639","3","1","2016-07-13 15:54:26","DIRECT ADJUSTMENT BY Donald","7f05de51-b574-4829-9f93-b1a178f456df"
"PC102822","4","1","2016-07-13 15:51:37","DIRECT ADJUSTMENT BY Donald","8488cd4a-8495-414f-82b7-18dacac24653"
"PC120819","1","1","2016-07-13 15:50:58","DIRECT ADJUSTMENT BY Donald","be90098e-b498-442b-9253-11b55f265fd5"
"PC138733","4","1","2016-07-13 15:49:43","DIRECT ADJUSTMENT BY Donald","3e6e1ecb-0264-4cc7-9bce-9f0a7c6da426"
"PC112570","1","1","2016-07-13 15:30:26","DIRECT ADJUSTMENT BY Donald","f29469fe-3603-49de-a2df-96b362bfecb9"
"PC123642","13","1","2016-07-13 15:28:01","DIRECT ADJUSTMENT BY Donald","b41eb166-0313-44fa-b45c-7d781a818909"
"PC111424","1","1","2016-07-13 15:27:52","DIRECT ADJUSTMENT","790cb46c-7c30-4692-8043-057a3805d933"
"PC111424","1","1","2016-07-13 15:27:52","DIRECT ADJUSTMENT","846714c0-b38c-40f1-b283-921c0160f4c7"
"PC101631","1","1","2016-07-13 15:26:08","DIRECT ADJUSTMENT",""
"PC122438","1","1","2016-07-13 15:23:20","DIRECT ADJUSTMENT","3d7e3067-a562-4fc8-960c-28c8a43532d4"
"PC122438","1","1","2016-07-13 15:23:20","DIRECT ADJUSTMENT","3095233b-7edf-4252-8fbd-429652a55e43"
"PC136316","1","1","2016-07-13 15:22:10","DIRECT ADJUSTMENT BY Donald","184d34c9-b0d9-471f-8873-24081d84e811"
"PC136316","1","1","2016-07-13 15:22:10","DIRECT ADJUSTMENT BY Donald","87f0b5f5-2313-488a-9f68-28ab3e7d1689"
"PC136607","1","1","2016-07-13 15:22:02","DIRECT ADJUSTMENT BY Devan","d6e1413c-04de-492b-9144-30a6821d2a76"
"PC129016","1","1","2016-07-13 15:20:22","DIRECT ADJUSTMENT BY Devan","3125a36d-94e2-4d38-b32f-7319257db599"
"PC107565","3","1","2016-07-13 15:18:52","DIRECT ADJUSTMENT BY Donald","4fe21cb2-55aa-4d04-8b20-113370aa08a0"
"PC103237","1","1","2016-07-13 15:17:58","DIRECT ADJUSTMENT","83afc9a9-dd5f-4c6d-92fa-664df941e713"
"PC103237","1","1","2016-07-13 15:17:58","DIRECT ADJUSTMENT","76e4f562-5dfd-4295-bc3f-6b7f40b1e619"
"PC137718","1","1","2016-07-13 15:17:41","DIRECT ADJUSTMENT BY Donald","53374420-2bfa-48f4-a2e0-f000fa901596"
"PC125194","1","1","2016-07-13 15:09:43","DIRECT ADJUSTMENT BY Devan","8258e075-d047-4e16-931f-880dd901f816"
"PC125194","1","1","2016-07-13 15:09:43","DIRECT ADJUSTMENT BY Devan","5a8afbb8-a588-4ef1-9a72-f214cd4cb5d7"
"PC102357","2","1","2016-07-13 15:08:41","DIRECT ADJUSTMENT BY Devan","a19001e6-680e-4380-91a9-9923558fd2bb"
"PC102357","2","1","2016-07-13 15:08:41","DIRECT ADJUSTMENT BY Devan","58aca76e-9517-4e63-b667-a2080a8dedb2"
"PC102358","2","1","2016-07-13 15:07:41","DIRECT ADJUSTMENT BY Devan","c8a76862-9bc4-4775-9c19-c1e5575a02eb"
"PC110538","4","1","2016-07-13 15:06:27","DIRECT ADJUSTMENT BY Devan","66ec9510-fab9-424b-bb54-f50e8c0179a5"
"PC135881","3","1","2016-07-13 15:06:26","DIRECT ADJUSTMENT BY Donald","eabf985c-9e32-4a40-bbb9-ac12b30c47b6"
"PC135644","1","1","2016-07-13 15:05:24","DIRECT ADJUSTMENT BY Donald","777b3acb-77fa-4b8e-bc34-4998e273c52f"
"PC119357","1","1","2016-07-13 15:04:51","DIRECT ADJUSTMENT BY Donald","2594a8bd-a4b8-44d1-bacf-40c96fad5991"
"PC139489","1","1","2016-07-13 15:04:36","DIRECT ADJUSTMENT BY Devan","2c04b7f2-7eaf-4f73-9f04-ca1cc4aad9ae"
"PC116584","1","1","2016-07-13 15:04:16","DIRECT ADJUSTMENT BY Donald","8f0cdc67-03c0-4346-9119-ca7638af43fb"
"PC116584","1","1","2016-07-13 15:04:16","DIRECT ADJUSTMENT BY Donald","214a2c32-85d7-42a0-b926-dea75c54ea2a"
"PC136882","2","1","2016-07-13 15:03:37","DIRECT ADJUSTMENT BY Donald","b7a64e27-e39f-47b9-b50e-be6f55e86955"
"PC121712","1","1","2016-07-13 15:02:32","DIRECT ADJUSTMENT BY Devan","73a73f91-a30a-4df3-8900-565a7074c75d"
"PC102008","4","1","2016-07-13 15:00:51","DIRECT ADJUSTMENT BY Devan","43052910-4850-4d31-9c97-fd568fb3ce81"
"PC113272","2","1","2016-07-13 14:59:29","DIRECT ADJUSTMENT BY Devan","fa48a143-9e3d-4d0d-b348-d3c3622c5d28"
"PC113272","2","1","2016-07-13 14:59:29","DIRECT ADJUSTMENT BY Devan","e53810bd-3b4c-4523-95fb-d74b01842fd2"
"PC136882","1","1","2016-07-13 14:58:29","DIRECT ADJUSTMENT BY Donald","b7a64e27-e39f-47b9-b50e-be6f55e86955"
"PC117017","9","1","2016-07-13 14:56:13","DIRECT ADJUSTMENT BY Donald","aa19a115-e3d2-48e2-a2e1-a06ccdedffdd"
"PC124964","1","1","2016-07-13 14:55:05","DIRECT ADJUSTMENT BY Donald","a3b1f23b-2fd9-40db-b7a4-2a4c51f178af"
"PC124964","1","1","2016-07-13 14:55:05","DIRECT ADJUSTMENT BY Donald","53075198-9a34-487e-94a2-e716620a0bb6"
"PC132905","2","1","2016-07-13 14:54:19","DIRECT ADJUSTMENT BY Donald","e86659aa-285c-4e70-ad82-09deec66e867"
"PC102793","2","1","2016-07-13 14:50:27","DIRECT ADJUSTMENT BY Devan","277f6f11-1531-4340-95ba-467ad4e82f17"
"PC102793","2","1","2016-07-13 14:50:27","DIRECT ADJUSTMENT BY Devan","78246847-eeda-4bf2-85cb-9a38d0da8f8b"
"PC102772","10","1","2016-07-13 14:48:17","DIRECT ADJUSTMENT BY Devan","b0b7dece-cf84-44b8-af1c-5bfcbbf6ccee"
"PC102772","9","1","2016-07-13 14:47:58","DIRECT ADJUSTMENT BY Devan","b0b7dece-cf84-44b8-af1c-5bfcbbf6ccee"
"PC102467","8","1","2016-07-13 14:46:23","DIRECT ADJUSTMENT BY Devan","2ea406c6-1e4d-46ae-85f9-04273eedd666"
"PC136191","8","1","2016-07-13 14:45:35","DIRECT ADJUSTMENT BY Devan","a01dfae8-2935-45b6-b3d3-39364db72e95"
"PC106553","5","1","2016-07-13 14:40:42","DIRECT ADJUSTMENT BY Devan","559a15cc-c693-4318-a1d6-980fd575b23b"
